amount,merchant_category,payment_method,country,city,transaction_hour,is_night_transaction,scenario,fraud_label
2537.36,Electronics,Debit Card,USA,New York,15,0,SUSPICIOUS,0
894.97,Travel,Net Banking,Singapore,Singapore,15,0,NORMAL,0
6044.31,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
249.11,Pharmacy,Net Banking,USA,Chicago,15,0,NORMAL,0
226.11,Pharmacy,Net Banking,India,Mumbai,15,0,NORMAL,0
4083.9,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
13.71,Transportation,Net Banking,India,Mumbai,15,0,NORMAL,0
194.14,Pharmacy,UPI,UK,London,15,0,NORMAL,0
153.83,Retail,Debit Card,Canada,Toronto,15,0,NORMAL,0
1866.06,Electronics,Wallet,India,Mumbai,15,0,NORMAL,0
70.34,Pharmacy,Net Banking,India,Bangalore,15,0,NORMAL,0
206.99,Pharmacy,Net Banking,UK,London,15,0,NORMAL,0
3669.57,Travel,Net Banking,India,Bangalore,15,0,SUSPICIOUS,0
8932.72,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
469.64,Retail,Credit Card,India,Bangalore,15,0,NORMAL,0
3795.37,Electronics,Credit Card,Iran,Tehran,15,0,FRAUD,1
62.51,Retail,Credit Card,India,Bangalore,15,0,NORMAL,0
3714.89,Electronics,Net Banking,UK,London,15,0,NORMAL,0
179.77,Retail,Credit Card,Canada,Toronto,15,0,NORMAL,0
320.34,Retail,Debit Card,UK,London,15,0,NORMAL,0
2415.44,Travel,Credit Card,USA,New York,15,0,NORMAL,0
41.12,Transportation,UPI,Germany,Berlin,15,0,NORMAL,0
89.44,Gaming,Wallet,India,Bangalore,15,0,NORMAL,0
51.8,Retail,Wallet,UK,London,15,0,NORMAL,0
104.78,Gaming,Debit Card,Canada,Toronto,15,0,NORMAL,0
92.4,Fuel,Net Banking,UK,London,15,0,NORMAL,0
159.91,Pharmacy,Net Banking,USA,Chicago,15,0,NORMAL,0
75.12,Transportation,Net Banking,India,Bangalore,15,0,NORMAL,0
90.6,Fuel,Wallet,Germany,Berlin,15,0,NORMAL,0
18.03,Food,Credit Card,Singapore,Singapore,15,0,NORMAL,0
147.99,Fuel,Net Banking,Germany,Berlin,15,0,NORMAL,0
6535.11,Luxury,UPI,UK,London,15,0,NORMAL,0
69.05,Fuel,UPI,Singapore,Singapore,15,0,NORMAL,0
2249.99,Travel,Credit Card,India,Mumbai,15,0,NORMAL,0
1781.41,Luxury,Credit Card,USA,New York,15,0,SUSPICIOUS,0
1252.21,Travel,Credit Card,USA,Chicago,15,0,NORMAL,0
480.07,Retail,UPI,UK,London,15,0,NORMAL,0
120.48,Gaming,Debit Card,USA,New York,15,0,NORMAL,0
2429.93,Travel,Net Banking,USA,New York,15,0,SUSPICIOUS,0
278.61,Retail,Wallet,USA,New York,15,0,NORMAL,0
5.87,Food,UPI,USA,Chicago,15,0,NORMAL,0
26.77,Food,Credit Card,India,Bangalore,15,0,NORMAL,0
47.17,Fuel,UPI,Germany,Berlin,15,0,NORMAL,0
330.29,Retail,Net Banking,India,Mumbai,15,0,NORMAL,0
64.31,Gaming,Net Banking,Canada,Toronto,15,0,NORMAL,0
89.05,Pharmacy,Net Banking,USA,New York,15,0,NORMAL,0
66.26,Food,Credit Card,UK,London,15,0,NORMAL,0
60.48,Food,Wallet,India,Bangalore,15,0,NORMAL,0
334.0,Travel,Credit Card,India,Mumbai,15,0,NORMAL,0
35.29,Pharmacy,Debit Card,USA,Chicago,15,0,NORMAL,0
13.51,Food,Net Banking,UK,London,15,0,NORMAL,0
139.85,Gaming,Wallet,Germany,Berlin,15,0,NORMAL,0
8236.48,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
2280.34,Travel,Net Banking,Canada,Toronto,15,0,NORMAL,0
138.42,Pharmacy,Wallet,Canada,Toronto,15,0,NORMAL,0
781.54,Travel,Net Banking,Canada,Toronto,15,0,NORMAL,0
31.93,Transportation,Debit Card,USA,Chicago,15,0,NORMAL,0
137.31,Fuel,Credit Card,USA,Chicago,15,0,NORMAL,0
351.65,Retail,Wallet,USA,Chicago,15,0,NORMAL,0
1165.24,Travel,UPI,Singapore,Singapore,15,0,NORMAL,0
12.85,Transportation,Credit Card,USA,New York,15,0,NORMAL,0
57.21,Transportation,UPI,Singapore,Singapore,15,0,NORMAL,0
17.05,Food,Debit Card,USA,New York,15,0,NORMAL,0
58.93,Food,Credit Card,USA,New York,15,0,NORMAL,0
3497.55,Travel,Debit Card,USA,Chicago,15,0,SUSPICIOUS,0
21.24,Food,Credit Card,USA,New York,15,0,NORMAL,0
6696.29,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
715.51,Travel,UPI,Germany,Berlin,15,0,NORMAL,0
1225.94,Travel,Credit Card,India,Mumbai,15,0,NORMAL,0
2408.62,Luxury,Wallet,Canada,Toronto,15,0,NORMAL,0
3586.94,Luxury,Net Banking,India,Bangalore,15,0,NORMAL,0
49.56,Gaming,UPI,Germany,Berlin,15,0,NORMAL,0
91.39,Pharmacy,Wallet,USA,Chicago,15,0,NORMAL,0
139.44,Fuel,UPI,UK,London,15,0,NORMAL,0
2730.24,Luxury,Credit Card,India,Mumbai,15,0,NORMAL,0
51.43,Gaming,Net Banking,Germany,Berlin,15,0,NORMAL,0
12.82,Food,Wallet,USA,New York,15,0,NORMAL,0
439.8,Retail,Net Banking,USA,Chicago,15,0,NORMAL,0
2707.94,Luxury,Wallet,UK,London,15,0,SUSPICIOUS,0
2811.74,Travel,Wallet,India,Bangalore,15,0,NORMAL,0
30.76,Gaming,Wallet,Singapore,Singapore,15,0,NORMAL,0
1522.18,Electronics,Net Banking,Canada,Toronto,15,0,SUSPICIOUS,0
7693.89,Luxury,UPI,USA,Chicago,15,0,NORMAL,0
22.07,Pharmacy,Net Banking,USA,New York,15,0,NORMAL,0
50.34,Food,Debit Card,Germany,Berlin,15,0,NORMAL,0
3678.79,Luxury,Debit Card,USA,New York,15,0,SUSPICIOUS,0
101.14,Fuel,UPI,UK,London,15,0,NORMAL,0
49.62,Fuel,Net Banking,UK,London,15,0,NORMAL,0
65.77,Fuel,Credit Card,USA,Chicago,15,0,NORMAL,0
4260.11,Luxury,Debit Card,India,Bangalore,15,0,SUSPICIOUS,0
1345.76,Travel,Debit Card,India,Bangalore,15,0,NORMAL,0
4175.6,Travel,Credit Card,Canada,Toronto,15,0,SUSPICIOUS,0
2107.81,Luxury,Net Banking,USA,New York,15,0,NORMAL,0
4248.59,Electronics,Credit Card,USA,New York,15,0,SUSPICIOUS,0
5184.29,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
304.36,Retail,UPI,UK,London,15,0,NORMAL,0
48.43,Food,Debit Card,Singapore,Singapore,15,0,NORMAL,0
550.81,Travel,Net Banking,India,Bangalore,15,0,NORMAL,0
71.77,Gaming,UPI,India,Mumbai,15,0,NORMAL,0
70.29,Pharmacy,Credit Card,Singapore,Singapore,15,0,NORMAL,0
139.23,Pharmacy,Wallet,USA,Chicago,15,0,NORMAL,0
2335.74,Electronics,UPI,USA,Chicago,15,0,NORMAL,0
142.54,Fuel,UPI,Canada,Toronto,15,0,NORMAL,0
2653.61,Travel,Net Banking,USA,New York,15,0,NORMAL,0
169.13,Pharmacy,Debit Card,India,Bangalore,15,0,NORMAL,0
521.99,Travel,Net Banking,USA,New York,15,0,NORMAL,0
553.43,Travel,UPI,India,Bangalore,15,0,NORMAL,0
115.61,Transportation,Net Banking,UK,London,15,0,NORMAL,0
121.46,Gaming,Wallet,UK,London,15,0,NORMAL,0
7820.59,Luxury,Credit Card,Singapore,Singapore,15,0,NORMAL,0
84.96,Fuel,Debit Card,UK,London,15,0,NORMAL,0
180.83,Travel,UPI,Germany,Berlin,15,0,NORMAL,0
4738.88,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
219.25,Retail,Credit Card,Singapore,Singapore,15,0,NORMAL,0
420.04,Retail,Net Banking,India,Bangalore,15,0,NORMAL,0
4441.53,Luxury,Wallet,India,Bangalore,15,0,NORMAL,0
639.47,Travel,Debit Card,Singapore,Singapore,15,0,NORMAL,0
32.07,Food,UPI,Germany,Berlin,15,0,NORMAL,0
33.39,Pharmacy,Credit Card,USA,New York,15,0,NORMAL,0
5303.26,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
2453.44,Luxury,Wallet,India,Mumbai,15,0,NORMAL,0
76.65,Food,Wallet,Germany,Berlin,15,0,NORMAL,0
102.11,Transportation,Net Banking,India,Bangalore,15,0,NORMAL,0
3844.73,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
5115.49,Luxury,Net Banking,USA,New York,15,0,NORMAL,0
506.64,Travel,Debit Card,Singapore,Singapore,15,0,NORMAL,0
92.33,Fuel,UPI,UK,London,15,0,NORMAL,0
115.98,Gaming,Net Banking,India,Bangalore,15,0,NORMAL,0
6316.53,Luxury,UPI,India,Mumbai,15,0,NORMAL,0
4030.63,Electronics,UPI,USA,New York,15,0,NORMAL,0
42.88,Food,Credit Card,India,Bangalore,15,0,NORMAL,0
4908.55,Luxury,Debit Card,Canada,Toronto,15,0,NORMAL,0
3836.63,Electronics,Net Banking,India,Mumbai,15,0,SUSPICIOUS,0
42.45,Food,Net Banking,UK,London,15,0,NORMAL,0
5454.88,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
57.39,Gaming,Wallet,India,Bangalore,15,0,NORMAL,0
27.25,Food,UPI,Germany,Berlin,15,0,NORMAL,0
3833.53,Electronics,Net Banking,India,Mumbai,15,0,NORMAL,0
4009.21,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
243.59,Pharmacy,Debit Card,USA,New York,15,0,NORMAL,0
63.32,Food,Debit Card,India,Bangalore,15,0,NORMAL,0
74.68,Fuel,Debit Card,USA,Chicago,15,0,NORMAL,0
198.57,Gaming,Credit Card,USA,New York,15,0,NORMAL,0
642.55,Travel,Credit Card,Singapore,Singapore,15,0,NORMAL,0
124.64,Fuel,Net Banking,Germany,Berlin,15,0,NORMAL,0
23.42,Gaming,Credit Card,Germany,Berlin,15,0,NORMAL,0
115.69,Gaming,Net Banking,USA,New York,15,0,NORMAL,0
4869.85,Electronics,Net Banking,Singapore,Singapore,15,0,NORMAL,0
4997.55,Electronics,Debit Card,India,Bangalore,15,0,NORMAL,0
2737.36,Travel,UPI,USA,Chicago,15,0,NORMAL,0
2952.48,Electronics,Wallet,USA,Chicago,15,0,SUSPICIOUS,0
132.71,Fuel,UPI,Singapore,Singapore,15,0,NORMAL,0
644.29,Travel,Wallet,Germany,Berlin,15,0,NORMAL,0
1671.99,Electronics,Debit Card,UK,London,15,0,SUSPICIOUS,0
3026.84,Luxury,UPI,India,Bangalore,15,0,NORMAL,0
172.36,Pharmacy,Wallet,USA,Chicago,15,0,NORMAL,0
14.75,Food,Credit Card,India,Mumbai,15,0,NORMAL,0
3322.24,Electronics,Credit Card,Germany,Berlin,15,0,SUSPICIOUS,0
55.2,Pharmacy,Debit Card,USA,New York,15,0,NORMAL,0
29.82,Food,Credit Card,Germany,Berlin,15,0,NORMAL,0
124.65,Fuel,Net Banking,UK,London,15,0,NORMAL,0
1926.67,Travel,Credit Card,India,Bangalore,15,0,SUSPICIOUS,0
96.45,Transportation,Debit Card,USA,New York,15,0,NORMAL,0
2566.88,Travel,UPI,Germany,Berlin,15,0,NORMAL,0
239.47,Retail,Debit Card,Canada,Toronto,15,0,NORMAL,0
4361.35,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
118.44,Transportation,Wallet,India,Bangalore,15,0,NORMAL,0
103.45,Gaming,Wallet,USA,Chicago,15,0,NORMAL,0
372.64,Retail,Credit Card,Singapore,Singapore,15,0,NORMAL,0
71.4,Food,UPI,UK,London,15,0,NORMAL,0
48.57,Food,Wallet,India,Bangalore,15,0,NORMAL,0
154.03,Gaming,Credit Card,Germany,Berlin,15,0,NORMAL,0
495.75,Retail,UPI,Germany,Berlin,15,0,NORMAL,0
71.61,Food,Wallet,India,Mumbai,15,0,NORMAL,0
409.75,Travel,UPI,Canada,Toronto,15,0,NORMAL,0
91.79,Gaming,UPI,Germany,Berlin,15,0,NORMAL,0
2459.04,Travel,UPI,USA,Chicago,15,0,NORMAL,0
433.21,Retail,Credit Card,Singapore,Singapore,15,0,NORMAL,0
368.22,Retail,Credit Card,India,Bangalore,15,0,NORMAL,0
4083.4,Electronics,Net Banking,USA,New York,15,0,NORMAL,0
1611.73,Electronics,Net Banking,India,Mumbai,15,0,NORMAL,0
4093.48,Luxury,UPI,UK,London,15,0,SUSPICIOUS,0
6567.4,Luxury,Net Banking,USA,New York,15,0,NORMAL,0
1122.36,Travel,UPI,India,Bangalore,15,0,NORMAL,0
3763.7,Luxury,Debit Card,India,Bangalore,15,0,NORMAL,0
2779.37,Travel,Debit Card,UK,London,15,0,SUSPICIOUS,0
2108.8,Travel,UPI,Canada,Toronto,15,0,NORMAL,0
448.35,Retail,Credit Card,Singapore,Singapore,15,0,NORMAL,0
101.54,Gaming,Debit Card,India,Mumbai,15,0,NORMAL,0
3967.9,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
32.77,Pharmacy,Debit Card,India,Bangalore,15,0,NORMAL,0
3800.56,Electronics,Net Banking,USA,Chicago,15,0,SUSPICIOUS,0
127.15,Fuel,Debit Card,USA,New York,15,0,NORMAL,0
27.64,Fuel,Wallet,India,Bangalore,15,0,NORMAL,0
351.79,Travel,Wallet,USA,New York,15,0,NORMAL,0
5368.09,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
158.02,Pharmacy,Debit Card,India,Mumbai,15,0,NORMAL,0
39.04,Food,Credit Card,Canada,Toronto,15,0,NORMAL,0
859.0,Travel,Net Banking,USA,Chicago,15,0,NORMAL,0
77.75,Food,Net Banking,USA,New York,15,0,NORMAL,0
150.84,Gaming,UPI,UK,London,15,0,NORMAL,0
245.93,Pharmacy,Debit Card,India,Bangalore,15,0,NORMAL,0
39.1,Fuel,Debit Card,USA,Chicago,15,0,NORMAL,0
8531.66,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
1306.35,Travel,Debit Card,Germany,Berlin,15,0,NORMAL,0
5481.3,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
60.58,Gaming,Net Banking,USA,New York,15,0,NORMAL,0
4059.49,Electronics,Net Banking,Canada,Toronto,15,0,NORMAL,0
3676.38,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
31.49,Food,Net Banking,India,Bangalore,15,0,NORMAL,0
329.62,Retail,Debit Card,Singapore,Singapore,15,0,NORMAL,0
76.17,Fuel,Wallet,USA,New York,15,0,NORMAL,0
4777.57,Electronics,Credit Card,Iran,Tehran,15,0,FRAUD,1
36.68,Food,Net Banking,Canada,Toronto,15,0,NORMAL,0
2634.41,Electronics,Net Banking,Singapore,Singapore,15,0,NORMAL,0
46.13,Transportation,Net Banking,USA,New York,15,0,NORMAL,0
6369.34,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
4303.32,Electronics,Credit Card,USA,New York,15,0,NORMAL,0
3001.8,Electronics,Net Banking,USA,Chicago,15,0,SUSPICIOUS,0
361.25,Retail,UPI,USA,Chicago,15,0,NORMAL,0
211.96,Pharmacy,UPI,India,Bangalore,15,0,NORMAL,0
53.01,Pharmacy,Credit Card,Germany,Berlin,15,0,NORMAL,0
3199.91,Luxury,Debit Card,India,Bangalore,15,0,SUSPICIOUS,0
168.03,Retail,Credit Card,USA,Chicago,15,0,NORMAL,0
3694.35,Electronics,Net Banking,Singapore,Singapore,15,0,NORMAL,0
120.43,Fuel,Credit Card,Canada,Toronto,15,0,NORMAL,0
80.52,Gaming,Wallet,India,Bangalore,15,0,NORMAL,0
7557.29,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
413.47,Retail,UPI,Canada,Toronto,15,0,NORMAL,0
74.69,Pharmacy,Debit Card,USA,Chicago,15,0,NORMAL,0
2487.89,Electronics,Debit Card,UK,London,15,0,SUSPICIOUS,0
61.72,Gaming,Net Banking,Canada,Toronto,15,0,NORMAL,0
297.13,Retail,Net Banking,USA,Chicago,15,0,NORMAL,0
185.74,Gaming,Credit Card,Singapore,Singapore,15,0,NORMAL,0
1219.3,Travel,Wallet,Germany,Berlin,15,0,NORMAL,0
259.42,Retail,Debit Card,UK,London,15,0,NORMAL,0
491.11,Retail,UPI,Singapore,Singapore,15,0,NORMAL,0
65.11,Transportation,Credit Card,USA,New York,15,0,NORMAL,0
76.62,Transportation,Debit Card,Germany,Berlin,15,0,NORMAL,0
124.23,Gaming,Credit Card,Singapore,Singapore,15,0,NORMAL,0
4803.78,Electronics,Wallet,Germany,Berlin,15,0,NORMAL,0
447.73,Retail,Debit Card,Germany,Berlin,15,0,NORMAL,0
26.02,Food,Debit Card,UK,London,15,0,NORMAL,0
95.0,Retail,Debit Card,USA,Chicago,15,0,NORMAL,0
1365.83,Travel,Debit Card,Canada,Toronto,15,0,NORMAL,0
1342.48,Electronics,Credit Card,Singapore,Singapore,15,0,NORMAL,0
149.95,Fuel,Credit Card,UK,London,15,0,NORMAL,0
21.75,Fuel,Wallet,UK,London,15,0,NORMAL,0
2850.9,Electronics,Credit Card,USA,Chicago,15,0,NORMAL,0
860.57,Electronics,Net Banking,UK,London,15,0,NORMAL,0
4231.2,Travel,Credit Card,India,Bangalore,15,0,SUSPICIOUS,0
33.55,Transportation,Net Banking,India,Bangalore,15,0,NORMAL,0
129.67,Pharmacy,Wallet,India,Bangalore,15,0,NORMAL,0
22.21,Pharmacy,Debit Card,USA,New York,15,0,NORMAL,0
126.34,Gaming,Wallet,Germany,Berlin,15,0,NORMAL,0
2437.17,Electronics,Wallet,India,Mumbai,15,0,NORMAL,0
121.61,Fuel,Wallet,Canada,Toronto,15,0,NORMAL,0
3845.06,Electronics,Debit Card,USA,Chicago,15,0,SUSPICIOUS,0
5695.7,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
60.89,Food,Credit Card,Canada,Toronto,15,0,NORMAL,0
125.38,Gaming,Net Banking,USA,New York,15,0,NORMAL,0
134.24,Fuel,Wallet,USA,New York,15,0,NORMAL,0
2832.81,Electronics,UPI,Canada,Toronto,15,0,NORMAL,0
787.83,Electronics,Wallet,USA,Chicago,15,0,NORMAL,0
3252.47,Electronics,Wallet,Canada,Toronto,15,0,SUSPICIOUS,0
224.84,Pharmacy,Wallet,Singapore,Singapore,15,0,NORMAL,0
65.23,Retail,Credit Card,USA,Chicago,15,0,NORMAL,0
108.09,Transportation,Credit Card,USA,Chicago,15,0,NORMAL,0
4497.28,Electronics,Debit Card,Singapore,Singapore,15,0,NORMAL,0
1903.2,Travel,Debit Card,Germany,Berlin,15,0,SUSPICIOUS,0
104.31,Transportation,Net Banking,USA,New York,15,0,NORMAL,0
2814.37,Travel,Wallet,Germany,Berlin,15,0,NORMAL,0
322.55,Retail,Wallet,UK,London,15,0,NORMAL,0
2606.18,Travel,UPI,UK,London,15,0,NORMAL,0
100.66,Pharmacy,Debit Card,Germany,Berlin,15,0,NORMAL,0
222.27,Pharmacy,Debit Card,India,Bangalore,15,0,NORMAL,0
6931.98,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
40.2,Food,Wallet,UK,London,15,0,NORMAL,0
5808.96,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
236.92,Pharmacy,Wallet,USA,Chicago,15,0,NORMAL,0
2231.67,Travel,Debit Card,USA,Chicago,15,0,NORMAL,0
14.46,Food,UPI,India,Mumbai,15,0,NORMAL,0
5449.2,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
1354.47,Travel,Debit Card,Canada,Toronto,15,0,NORMAL,0
8257.08,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
256.71,Retail,Wallet,Germany,Berlin,15,0,NORMAL,0
56.77,Food,Credit Card,India,Bangalore,15,0,NORMAL,0
3251.16,Electronics,Net Banking,India,Bangalore,15,0,NORMAL,0
4049.36,Electronics,Credit Card,India,Bangalore,15,0,NORMAL,0
197.92,Gaming,Wallet,UK,London,15,0,NORMAL,0
7433.7,Luxury,Net Banking,USA,Chicago,15,0,NORMAL,0
3119.77,Luxury,Debit Card,Canada,Toronto,15,0,NORMAL,0
626.93,Electronics,Net Banking,USA,Chicago,15,0,NORMAL,0
24.42,Transportation,Credit Card,USA,New York,15,0,NORMAL,0
2691.96,Electronics,Wallet,UK,London,15,0,SUSPICIOUS,0
99.73,Gaming,Credit Card,USA,Chicago,15,0,NORMAL,0
133.7,Fuel,Debit Card,Singapore,Singapore,15,0,NORMAL,0
4316.17,Electronics,UPI,USA,Chicago,15,0,NORMAL,0
65.6,Transportation,Wallet,India,Bangalore,15,0,NORMAL,0
135.58,Retail,UPI,Singapore,Singapore,15,0,NORMAL,0
38.83,Transportation,Net Banking,USA,New York,15,0,NORMAL,0
1558.76,Electronics,Wallet,India,Mumbai,15,0,NORMAL,0
51.62,Gaming,Wallet,India,Bangalore,15,0,NORMAL,0
4305.54,Travel,Credit Card,USA,Chicago,15,0,SUSPICIOUS,0
4485.68,Travel,Debit Card,Singapore,Singapore,15,0,SUSPICIOUS,0
133.41,Fuel,Wallet,Germany,Berlin,15,0,NORMAL,0
3569.28,Electronics,UPI,UK,London,15,0,SUSPICIOUS,0
61.03,Food,Debit Card,Germany,Berlin,15,0,NORMAL,0
4560.12,Luxury,UPI,India,Mumbai,15,0,NORMAL,0
4087.03,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
53.23,Food,Debit Card,India,Bangalore,15,0,NORMAL,0
34.78,Food,Net Banking,India,Mumbai,15,0,NORMAL,0
776.7,Travel,Net Banking,Canada,Toronto,15,0,NORMAL,0
1533.61,Travel,UPI,India,Bangalore,15,0,NORMAL,0
957.45,Electronics,Wallet,USA,Chicago,15,0,NORMAL,0
24.55,Food,Net Banking,Canada,Toronto,15,0,NORMAL,0
47.1,Gaming,Credit Card,Germany,Berlin,15,0,NORMAL,0
7487.51,Electronics,Credit Card,Iran,Tehran,15,0,FRAUD,1
97.64,Transportation,Credit Card,Singapore,Singapore,15,0,NORMAL,0
57.43,Fuel,UPI,India,Mumbai,15,0,NORMAL,0
3160.32,Electronics,Debit Card,Singapore,Singapore,15,0,SUSPICIOUS,0
390.11,Travel,Net Banking,Germany,Berlin,15,0,NORMAL,0
440.5,Retail,Credit Card,UK,London,15,0,NORMAL,0
87.49,Gaming,Wallet,India,Mumbai,15,0,NORMAL,0
4046.8,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
17.74,Pharmacy,UPI,USA,New York,15,0,NORMAL,0
54.14,Food,Wallet,Canada,Toronto,15,0,NORMAL,0
429.93,Retail,Wallet,India,Mumbai,15,0,NORMAL,0
117.99,Fuel,Debit Card,India,Mumbai,15,0,NORMAL,0
72.45,Fuel,Debit Card,Germany,Berlin,15,0,NORMAL,0
1092.61,Travel,Credit Card,India,Mumbai,15,0,NORMAL,0
2414.58,Luxury,Wallet,India,Bangalore,15,0,NORMAL,0
206.32,Pharmacy,Wallet,Singapore,Singapore,15,0,NORMAL,0
1812.84,Travel,Credit Card,UK,London,15,0,NORMAL,0
95.42,Retail,Debit Card,USA,New York,15,0,NORMAL,0
21.41,Food,Wallet,Singapore,Singapore,15,0,NORMAL,0
352.49,Retail,Wallet,Singapore,Singapore,15,0,NORMAL,0
588.63,Electronics,Wallet,Canada,Toronto,15,0,NORMAL,0
50.53,Fuel,Net Banking,India,Mumbai,15,0,NORMAL,0
1878.86,Travel,UPI,Canada,Toronto,15,0,NORMAL,0
6315.19,Luxury,Debit Card,Singapore,Singapore,15,0,NORMAL,0
4223.53,Electronics,Wallet,Germany,Berlin,15,0,SUSPICIOUS,0
3896.78,Travel,UPI,India,Bangalore,15,0,SUSPICIOUS,0
1065.8,Electronics,Wallet,Singapore,Singapore,15,0,NORMAL,0
1877.23,Electronics,UPI,India,Bangalore,15,0,NORMAL,0
4490.03,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
8209.27,Electronics,Credit Card,Iran,Tehran,15,0,FRAUD,1
175.0,Retail,Credit Card,USA,Chicago,15,0,NORMAL,0
2753.21,Travel,Net Banking,Germany,Berlin,15,0,NORMAL,0
4483.29,Electronics,Wallet,Germany,Berlin,15,0,NORMAL,0
142.8,Fuel,Net Banking,India,Bangalore,15,0,NORMAL,0
4117.94,Electronics,UPI,USA,Chicago,15,0,SUSPICIOUS,0
168.03,Pharmacy,Debit Card,UK,London,15,0,NORMAL,0
4461.03,Electronics,UPI,Germany,Berlin,15,0,NORMAL,0
2877.88,Electronics,Credit Card,USA,New York,15,0,NORMAL,0
2856.83,Electronics,Net Banking,USA,Chicago,15,0,NORMAL,0
100.86,Gaming,Credit Card,USA,New York,15,0,NORMAL,0
105.91,Retail,Net Banking,Singapore,Singapore,15,0,NORMAL,0
51.38,Transportation,Debit Card,USA,Chicago,15,0,NORMAL,0
7986.68,Luxury,Credit Card,Singapore,Singapore,15,0,NORMAL,0
4294.08,Electronics,Net Banking,USA,Chicago,15,0,NORMAL,0
98.72,Gaming,UPI,Singapore,Singapore,15,0,NORMAL,0
4701.81,Luxury,Net Banking,USA,New York,15,0,NORMAL,0
107.53,Transportation,Net Banking,Singapore,Singapore,15,0,NORMAL,0
448.15,Electronics,Wallet,India,Bangalore,15,0,NORMAL,0
2804.96,Electronics,Net Banking,Germany,Berlin,15,0,SUSPICIOUS,0
130.37,Retail,Debit Card,UK,London,15,0,NORMAL,0
33.37,Food,Debit Card,USA,Chicago,15,0,NORMAL,0
39.44,Food,Credit Card,India,Mumbai,15,0,NORMAL,0
6158.64,Electronics,Credit Card,Iran,Tehran,15,0,FRAUD,1
172.83,Retail,UPI,UK,London,15,0,NORMAL,0
104.57,Fuel,Credit Card,USA,Chicago,15,0,NORMAL,0
3631.67,Luxury,Credit Card,Singapore,Singapore,15,0,SUSPICIOUS,0
1933.97,Travel,Wallet,India,Bangalore,15,0,NORMAL,0
9.69,Food,Wallet,USA,New York,15,0,NORMAL,0
143.32,Fuel,Net Banking,Canada,Toronto,15,0,NORMAL,0
103.52,Transportation,UPI,Canada,Toronto,15,0,NORMAL,0
4241.5,Travel,Wallet,India,Bangalore,15,0,SUSPICIOUS,0
57.14,Transportation,UPI,USA,Chicago,15,0,NORMAL,0
404.17,Retail,UPI,USA,Chicago,15,0,NORMAL,0
186.46,Pharmacy,Wallet,USA,Chicago,15,0,NORMAL,0
2438.35,Travel,Net Banking,USA,New York,15,0,NORMAL,0
3628.51,Electronics,Net Banking,UK,London,15,0,NORMAL,0
431.53,Retail,Credit Card,USA,Chicago,15,0,NORMAL,0
470.17,Retail,Wallet,Canada,Toronto,15,0,NORMAL,0
27.11,Transportation,Debit Card,USA,Chicago,15,0,NORMAL,0
64.12,Food,Credit Card,Canada,Toronto,15,0,NORMAL,0
1174.66,Electronics,Net Banking,Canada,Toronto,15,0,NORMAL,0
236.97,Pharmacy,UPI,Canada,Toronto,15,0,NORMAL,0
20.99,Fuel,Debit Card,USA,New York,15,0,NORMAL,0
1884.72,Travel,Credit Card,Singapore,Singapore,15,0,NORMAL,0
2097.25,Luxury,Debit Card,USA,New York,15,0,SUSPICIOUS,0
670.49,Travel,UPI,USA,New York,15,0,NORMAL,0
25.48,Food,Net Banking,Canada,Toronto,15,0,NORMAL,0
7269.03,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
3707.52,Electronics,UPI,USA,New York,15,0,NORMAL,0
7627.16,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
43.33,Food,Net Banking,UK,London,15,0,NORMAL,0
52.12,Food,Debit Card,India,Bangalore,15,0,NORMAL,0
